"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";"PRECIO";"STOCK";"PESO";"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA";"CANONLPI";"PRECIOSINCANON"
"TQCLKC0015";"Tooq Cable Seguridad combinación para portátiles 1";"AAOAAC0105";"8433281009868";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"3,6600000000";"28";"0,1300000000";"";"";"0,0000000000";"0,0000000000";"3,6600000000"
"COO-ATRIL-01";"Coolbox COOLFIT Atril plegable para portatil";"AAOAAC0106";"8436556143465";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01690";"CoolBox";"8,1300000000";"5";"0,2800000000";"";"";"0,0000000000";"0,0000000000";"8,1300000000"
"TQCLKC0025";"Tooq Cable de seguridad con llave 1.5 metros";"AAOAAC0108";"8433281009998";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"2,9000000000";"0";"0,1500000000";"";"";"0,0000000000";"0,0000000000";"2,9000000000"
"TQLRS0033-AL";"Tooq Soporte elevador plegable portátiles tablets";"AAOAAC0109";"8433281010055";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"7,7600000000";"9";"0,2700000000";"";"";"0,0000000000";"0,0000000000";"7,7600000000"
"EC1033";"Ewent Cable USB-C A USB A, Carga y Datos 1M";"AAOAAC0111";"8054392617430";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"1,4000000000";"0";"0,0300000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"1,4000000000"
"EC1034";"Ewent Cable USB-C A USB A, Carga y Datos 1,8M";"AAOAAC0112";"8054392617447";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"1,7900000000";"0";"0,0400000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"1,7900000000"
"EC1035";"Ewent Cable USB-C A USB-C. Carga y Datos 1M";"AAOAAC0113";"8054392617454";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"1,7200000000";"3";"0,0400000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"1,7200000000"
"EC1036";"Ewent Cable USB-C A USB-C. Carga y Datos 1,8M";"AAOAAC0114";"8054392617461";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"2,1200000000";"0";"0,8000000000";"";"";"0,0000000000";"0,0000000000";"2,1200000000"
"NXHUMMERASTAND";"Nox AXYS STAND Soporte aluminio para portátiles 17";"AAOAAC0115";"8436587971815";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04191";"NOX";"10,4700000000";"16";"0,2490000000";"";"";"0,0000000000";"0,0000000000";"10,4700000000"
"EW1266";"Ewent EW1266 soporte portatil viaje aluminio hasta";"AAOAAC0116";"8056045877178";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"6,2500000000";"0";"0,2500000000";"";"";"0,0000000000";"0,0000000000";"6,2500000000"
"IGG317785";"iggual Soporte portátil plegable aluminio gris 17""";"AAOAAC0117";"8435364317785";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"5,8000000000";"100";"0,2600000000";"26/01/2024";"";"0,0000000000";"0,0000000000";"5,8000000000"
"957-1P151E-011";"MSI USB-C Docking Station Gen 2";"AAOAAC0118";"4719072834524";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"00840";"MSI";"193,9000000000";"7";"1,3500000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"193,9000000000"
"IGG318201";"iggual Soporte portátil plegable aluminio negro 17";"AAOAAC0122";"8435364318201";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"5,8000000000";"8";"0,2650000000";"26/01/2024";"";"0,0000000000";"0,0000000000";"5,8000000000"
"IGG318195";"iggual Soporte portátil plegable aluminio plata 17";"AAOAAC0123";"8435364318195";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"5,8000000000";"100";"0,1650000000";"";"";"0,0000000000";"0,0000000000";"5,8000000000"
"COO-CAB-UCLI";"COOLBOX Cable USB-C A LIGHTNING 1M";"AAOAAC0131";"8436556140198";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01690";"CoolBox";"2,6900000000";"23";"0,0400000000";"";"";"0,0000000000";"0,0000000000";"2,6900000000"
"COO-CAB-U3UC";"COOLBOX Cable Datos y carga USB-A A USB-C 1M";"AAOAAC0132";"8436556140204";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01690";"CoolBox";"2,3800000000";"2";"0,5000000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"2,3800000000"
"IGG318409";"iggual Adaptador USB OTG tipo C a USB-A 3.1 negro";"AAOAAC0133";"8435364318409";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"1,4000000000";"100";"0,0150000000";"";"";"0,0000000000";"0,0000000000";"1,4000000000"
"EC1052";"Ewent Cable Conversión USB-C / VGA, 1,8m";"AAOAAC0134";"8052101431537";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"9,2300000000";"4";"0,0700000000";"";"";"0,0000000000";"0,0000000000";"9,2300000000"
"EC1458";"Ewent Adaptador Mini Displayport/ HDMI 4K";"AAOAAC0135";"8052101431483";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"3,9600000000";"6";"0,0400000000";"";"";"0,0000000000";"0,0000000000";"3,9600000000"
"EW1021";"Ewent Amplificador Señal USB 10 metros";"AAOAAC0136";"8052101431421";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"6,9600000000";"5";"0,3250000000";"";"";"0,0000000000";"0,0000000000";"6,9600000000"
"EW1023";"Ewent Amplificador Señal USB 20 metros";"AAOAAC0137";"8052101431452";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"11,3600000000";"0";"0,5700000000";"";"";"0,0000000000";"0,0000000000";"11,3600000000"
"EW1025";"Ewent Amplificador Señal USB 30 metros";"AAOAAC0138";"8052101431476";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"22,8000000000";"1";"0,7000000000";"";"";"0,0000000000";"0,0000000000";"22,8000000000"
"10.10.0401-COBK";"Nanocable Cable LIGHTNING-USB A/M, Negro, 1 M";"AAOAAC0139";"8433281012356";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60004";"NANOCABLE";"1,9100000000";"14";"0,0310000000";"";"";"0,0000000000";"0,0000000000";"1,9100000000"
"EW1243";"EWENT CANDADO PARA PORTÁTIL CON COMBINACIÓN WEDGE";"AAOAAC0140";"8052101431568";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"9,7800000000";"0";"0,1050000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"9,7800000000"
"85770";"Delock Cable de cinta plana USB 3.2 Gen 2 FPC USB";"AAOAAC0147";"4043619857708";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60108";"DELOCK";"6,2500000000";"0";"0,0100000000";"";"Encargo";"15,0000000000";"0,0000000000";"6,2500000000"
"66646";"Delock Adaptador USB 3.1 A macho RJ45 2,5 Gigabit";"AAOAAC0150";"4043619666461";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60108";"DELOCK";"25,6700000000";"5";"0,0600000000";"";"";"0,0000000000";"0,0000000000";"25,6700000000"
"APPC07GV3";"Approx! APPC07GV Adaptador USB 3.0 Ethernet Gigabi";"AAOAAC0152";"8435099531616";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01360";"approx!";"9,9600000000";"15";"0,0500000000";"";"";"0,0000000000";"0,0000000000";"9,9600000000"
"APPC43V2";"Approx! Adaptador APPC43V2 USB Type-C GbEthernet";"AAOAAC0153";"8435099531623";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01360";"approx!";"9,9700000000";"14";"0,0500000000";"";"";"0,0000000000";"0,0000000000";"9,9700000000"
"TQCLKC0025-G";"Tooq Cable de seguridad con llave portátiles Gris";"AAOAAC0155";"8433281012929";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"2,9000000000";"0";"0,1600000000";"";"";"0,0000000000";"0,0000000000";"2,9000000000"
"10.01.3200";"Nanocable Cable USB a USB-C/Micro USB/ Lighthning";"AAOAAC0156";"8433281012936";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60004";"NANOCABLE";"2,8200000000";"13";"0,0400000000";"";"";"0,0000000000";"0,0000000000";"2,8200000000"
"TQLRS0012-AL-G";"Toqq Soporte  elevador ergonomico portátiles";"AAOAAC0157";"8433281012837";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"15,1200000000";"0";"0,9750000000";"";"";"0,0000000000";"0,0000000000";"15,1200000000"
"TQLRS0033-AL-G";"Tooq Soporte elevador plegable portátiles Gris";"AAOAAC0158";"8433281012738";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"8,1500000000";"3";"0,2500000000";"";"";"0,0000000000";"0,0000000000";"8,1500000000"
"IM1221";"Ewent Bobina Cable Red  CAT6A U/UTP,LSZH,30m";"AAOAAC0159";"8052101431346";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"24,7900000000";"7";"1,8750000000";"";"";"0,0000000000";"0,0000000000";"24,7900000000"
"IM1222";"Ewent Bobina Cable Red CAT6A U/UTP,LSZH,50m";"AAOAAC0160";"8052101431353";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"42,9300000000";"4";"3,1650000000";"";"";"0,0000000000";"0,0000000000";"42,9300000000"
"IM1223";"Ewent Bobina Cable Red CAT6A U/UTP,LSZH,100m";"AAOAAC0161";"8052101431360";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"79,4800000000";"1";"8,2400000000";"";"";"0,0000000000";"0,0000000000";"79,4800000000"
"IM1224";"Ewent Bobina Cable Red CAT6A U/UTP,LSZH,305m";"AAOAAC0162";"8052101431377";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"185,6400000000";"2";"22,6900000000";"";"";"0,0000000000";"0,0000000000";"185,6400000000"
"TQLRS0035-AL";"Tooq Soporte elevador plegable portátiles tablets";"AAOAAC0163";"8433281012745";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"5,9000000000";"9";"0,2600000000";"";"";"0,0000000000";"0,0000000000";"5,9000000000"
"TQLRS0035-AL-G";"Tooq Soporte elevador plegable portátiles Gris";"AAOAAC0164";"8433281012752";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"5,9000000000";"1";"0,2700000000";"";"";"0,0000000000";"0,0000000000";"5,9000000000"
"ASLK-D40K02-SL";"Aisens Cable Seguridad  cerradura llave  1.5M";"AAOAAC0165";"8436574707670";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60442";"Aisens";"2,4500000000";"19";"0,1450000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"2,4500000000"
"ASLK-D40N01-SL";"Aisens Cable Seguridad  cerradura combinacion 1.5M";"AAOAAC0166";"8436574707557";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60442";"Aisens";"2,8300000000";"12";"0,1500000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"2,8300000000"
"COO-CAB-UC-240W";"Coolbox Cable USB-C>USB-C 240W 20GBPS CARGA+DATOS";"AAOAAC0167";"8436556141584";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01690";"CoolBox";"6,8500000000";"5";"0,0670000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"6,8500000000"
"COO-CAB-UC-60W";"Coolbox     Cable    USB-C>USB-C   60W    Carga";"AAOAAC0168";"8436556141577";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01690";"CoolBox";"2,4800000000";"78";"0,0470000000";"";"";"0,0000000000";"0,0000000000";"2,4800000000"
"APPC48V2";"APPROX Hub USB Tipo-C 3USB 2.0 + 1Puerto USB 3.0";"AAOAAC0169";"8435099532187";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01360";"approx!";"3,9700000000";"23";"0,0400000000";"";"";"0,0000000000";"0,0000000000";"3,9700000000"
"EW1013";"Ewent Amplificador de señal Usb 5 metros";"AAOAAC0170";"8052101431650";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"5,1700000000";"4";"0,1950000000";"";"";"0,0000000000";"0,0000000000";"5,1700000000"
"EW1022";"Ewent Amplificador de señal Usb 15 metros";"AAOAAC0171";"2506062309542";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"9,6000000000";"1";"0,4550000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"9,6000000000"
"EW1024";"Ewent Amplificador de señal Usb 25 metros";"AAOAAC0172";"8052101431469";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"17,9800000000";"5";"0,7250000000";"";"";"0,0000000000";"0,0000000000";"17,9800000000"
"IGG318928";"iggual Cable seguridad candado 4 dígitos SECURE 4D";"AAOAAC0173";"8435364318928";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"2,7000000000";"100";"0,1600000000";"";"";"0,0000000000";"0,0000000000";"2,7000000000"
"IGG317242+IGG318607";"iggual Kit Aro luz LED 10"" + Mini trípode 19 cm";"AAOAAC0174";"2526072312011";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"7,9500000000";"100";"1,0000000000";"";"Proximamente";"0,0000000000";"0,0000000000";"7,9500000000"
"TQCLKC0035-G";"Tooq Cable seguridad T-Nano con combinación 1.5m";"AAOAAC0175";"8433281013650";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"9,3800000000";"0";"0,1700000000";"01/02/2024";"";"0,0000000000";"0,0000000000";"9,3800000000"
"TQCLKC0045-G";"Tooq Cable seguridad T-Nano con llave 1.5m";"AAOAAC0176";"8433281013667";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01590";"TooQ";"6,7300000000";"0";"0,1400000000";"01/02/2024";"";"0,0000000000";"0,0000000000";"6,7300000000"
"COO-CKIT-APPL";"COOLBOX Kit de conectividad iphone/ipad";"AAOAAC0177";"8436556140310";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01690";"CoolBox";"4,4900000000";"10";"0,0380000000";"";"";"0,0000000000";"0,0000000000";"4,4900000000"
"18442";"Delock Soporte tablets y portátiles + docking";"AAOAAC0178";"4043619184422";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60108";"DELOCK";"106,7400000000";"0";"1,3500000000";"";"Encargo";"5,0000000000";"0,0000000000";"106,7400000000"
"66462";"Delock Adaptador USB Type-CT a Gigabit LAN mini";"AAOAAC0179";"4043619664627";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60108";"DELOCK";"15,3600000000";"3";"0,0300000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"15,3600000000"
"ew1148";"Ewent EW1148 base portatil y replicador usb 3.2";"AAOAAC0181";"2525102313103";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"20,5900000000";"0";"0,0920000000";"";"Proximamente";"0,0000000000";"0,0000000000";"20,5900000000"
"933322-852";"HP Bateria Portatil 3Cell 56Wh 4.85Ah Lion";"AAOABA0080";"5706998937162";"AO";"Accesorios Portátil";"ABA";"Baterías para Portátil";"00150";"HP";"82,0200000000";"0";"0,3050000000";"";"Encargo";"7,0000000000";"0,0000000000";"82,0200000000"
"W125896048";"HP Bateria Portatil CoreParts MBXHP-BA02";"AAOABA0081";"5704174260448";"AO";"Accesorios Portátil";"ABA";"Baterías para Portátil";"00150";"HP";"60,6800000000";"0";"0,2900000000";"";"Encargo";"7,0000000000";"0,0000000000";"60,6800000000"
"EW2505";"EMINENT Ewent EW2505 Bolsa portátil 15,6"" + Ratón";"AAOABT0416";"8716065274271";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04193";"Ewent";"7,9200000000";"93";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"7,9200000000"
"APPNBCP15BP";"approx! Maletín Portátil 15.6"" Negro/ Púrpura";"AAOABT0452";"8435099515982";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"6,9900000000";"0";"0,6550000000";"";"";"0,0000000000";"0,0000000000";"6,9900000000"
"BUREAUKIT";"Monray Bolsa portátil Organizer16"" + Raton";"AAOABT0473";"8435430603972";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"9,1100000000";"7";"0,8150000000";"";"";"0,0000000000";"0,0000000000";"9,1100000000"
"ENTERPRISE";"MONRAY Bussiness Notebook Bag 15.6"" Negro";"AAOABT0486";"8435430601602";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"5,3500000000";"1";"0,2600000000";"";"";"0,0000000000";"0,0000000000";"5,3500000000"
"EW2528";"EWENT EW2528 Mochila portátil 17.3""";"AAOABT0532";"8056045879455";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04193";"Ewent";"16,1600000000";"0";"0,9350000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"16,1600000000"
"EW2520";"EWENT EW2520 Funda para portátil 13.3""";"AAOABT0533";"8056045879424";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04193";"Ewent";"7,1200000000";"0";"0,1000000000";"";"";"0,0000000000";"0,0000000000";"7,1200000000"
"PASSENGER";"MONRAY Maletin portátil 16"" PASSENGER";"AAOABT0534";"8435430604627";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"7,0900000000";"0";"0,6700000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"7,0900000000"
"PASSENGER PLUS";"Monray Maletin portátil 17"" PASSENGER PLUS";"AAOABT0535";"8435430604641";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"7,9200000000";"0";"0,7600000000";"";"";"0,0000000000";"0,0000000000";"7,9200000000"
"GINGERRED";"MONRAY Maletín Portátil 15,6""  Bolsillo Ext. Rojo";"AAOABT0584";"8435430610062";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"7,3800000000";"8";"0,3650000000";"";"";"0,0000000000";"0,0000000000";"7,3800000000"
"GINGERBLUE";"Monray Gingerblue maletin 15.6"" Bolsillo Azul";"AAOABT0585";"8435430610048";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"7,4200000000";"6";"0,3650000000";"";"";"0,0000000000";"0,0000000000";"7,4200000000"
"EW2529";"EWENT EW2529 Mochila 17.3"" + Puerto usb";"AAOABT0601";"8054392612794";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04193";"Ewent";"11,3000000000";"1";"0,6300000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"11,3000000000"
"EW2521";"Ewent EW2521 Funda para Portátil 14.1""";"AAOABT0612";"8054392614187";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04193";"Ewent";"6,8300000000";"3";"0,2000000000";"20/12/2023";"";"0,0000000000";"0,0000000000";"6,8300000000"
"GINGERTRAINERS";"Monray Maletín Portátil 15.6 Estampado Zapatillas";"AAOABT0670";"8435430615074";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"9,9900000000";"7";"0,3350000000";"";"";"0,0000000000";"0,0000000000";"9,9900000000"
"APPNB201";"approx! APPNB201 Maletín Portátil 15.6"" Negro";"AAOABT0680";"8435099527855";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"5,9900000000";"5";"0,6380000000";"";"";"0,0000000000";"0,0000000000";"5,9900000000"
"APPNB401";"approx! APPNB401 Maletin Portátil 15.6"" Negro";"AAOABT0681";"8435099527862";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"8,7700000000";"8";"0,6380000000";"";"";"0,0000000000";"0,0000000000";"8,7700000000"
"APPNB601";"approx! APPNB601 Maletín Portátil 15.6"" Negro";"AAOABT0682";"8435099527909";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"13,9500000000";"5";"0,6380000000";"";"";"0,0000000000";"0,0000000000";"13,9500000000"
"APPBP301";"approx! APPBP301 Mochila Portátil 15.6"" Negra";"AAOABT0683";"8435099527824";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"10,0000000000";"0";"0,4800000000";"";"";"0,0000000000";"0,0000000000";"10,0000000000"
"GINGERBLACK14";"Monray Maletin GINGER BLACK 14"" Bols.Exteriores";"AAOABT0686";"8435430617948";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"7,1800000000";"4";"0,3400000000";"";"";"0,0000000000";"0,0000000000";"7,1800000000"
"MASTERKITBLACK";"NGS Kit Maletin + Ratón Inalambrico MasterKit";"AAOABT0687";"8435430617962";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01040";"NGS";"10,5600000000";"1";"0,4700000000";"";"";"0,0000000000";"0,0000000000";"10,5600000000"
"IGG317044";"iggual Mochila portátil 15.6"" All Tech In Gris";"AAOABT0688";"8435364317044";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";"10,7000000000";"100";"0,5000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"10,7000000000"
"IGG317051";"iggual Mochila portátil 15.6"" Adaptative Work Azul";"AAOABT0689";"8435364317051";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";"11,6300000000";"89";"0,5500000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"11,6300000000"
"COO-BAG14-1N";"Coolbox Maletin Portatil  14"" Negro-Impermeable";"AAOABT0691";"8436556143694";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01690";"CoolBox";"7,3100000000";"33";"0,4600000000";"";"";"0,0000000000";"0,0000000000";"7,3100000000"
"COO-BAG15-1N";"Coolbox Maletin Portatil 15.6"" Negro-Impermeable";"AAOABT0692";"8436556143687";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01690";"CoolBox";"6,9100000000";"0";"0,5750000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"6,9100000000"
"COO-BAG15-2N";"Coolbox Mochila Portatil 15.6"" Negro - Impermeable";"AAOABT0693";"8436556143670";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01690";"CoolBox";"12,9900000000";"17";"0,6300000000";"";"";"0,0000000000";"0,0000000000";"12,9900000000"
"DG-BAG15-2N";"DeepGaming Mochila Portatil  15.6"" Negro";"AAOABT0694";"8436556143649";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60433";"DEEPGAMING";"15,3000000000";"0";"0,8500000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"15,3000000000"
"HANGAR";"MONRAY MALETIN HANGAR NEGRO 15,6""";"AAOABT0698";"8435430619508";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01050";"Monray";"9,0900000000";"0";"1,0800000000";"";"Proximamente";"0,0000000000";"0,0000000000";"9,0900000000"
"IGG317747";"iggual Mochila portátil 15.6"" Elegant Efficiency";"AAOABT0700";"8435364317747";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";"14,9700000000";"100";"0,8400000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"14,9700000000"
"IGG317730";"iggual Mochila viaje All-Round Urban XL Gris";"AAOABT0701";"8435364317730";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";"19,0500000000";"100";"1,2000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"19,0500000000"
"IGG317754";"iggual Maletín portátil 15.6"" Core Business Negro";"AAOABT0702";"8435364317754";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";"11,0600000000";"100";"0,5800000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"11,0600000000"
